image_id,feed_id,frame_number,frame_path,bbox,plate_width_px,plate_height_px,plate_area_px,plate_area_frac,plate_aspect,plate_size_category,detection_confidence,detection_source,blur_score,brightness,contrast,glare,crop_quality,skew_deg,angle_category,touches_border,lighting,vehicles_in_frame,readability,ocr_text,ocr_confidence,difficulty,needs_human_review,review_reason,split,image_file,unit,frame_blur_score,frame_brightness,frame_contrast,visibility,occlusion,ocr_readable,difficulty_category,label_source,adjudicated_by,verified_by_human,proposal_id
cam04_40083_524_58_129x172,cam04,40083,D:\tessttt\testttttt\reports\deep\frames\cam04_0083.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40083_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000381
cam04_40084_524_58_129x172,cam04,40084,D:\tessttt\testttttt\reports\deep\frames\cam04_0084.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40084_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000382
cam04_40085_524_58_129x172,cam04,40085,D:\tessttt\testttttt\reports\deep\frames\cam04_0085.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40085_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000383
cam04_40086_524_58_129x172,cam04,40086,D:\tessttt\testttttt\reports\deep\frames\cam04_0086.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40086_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000384
cam04_40087_524_58_129x172,cam04,40087,D:\tessttt\testttttt\reports\deep\frames\cam04_0087.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40087_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000385
cam04_40088_524_58_129x172,cam04,40088,D:\tessttt\testttttt\reports\deep\frames\cam04_0088.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40088_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000386
cam04_40089_524_58_129x172,cam04,40089,D:\tessttt\testttttt\reports\deep\frames\cam04_0089.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40089_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000387
cam04_40090_524_58_129x172,cam04,40090,D:\tessttt\testttttt\reports\deep\frames\cam04_0090.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40090_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000388
cam04_40091_524_58_129x172,cam04,40091,D:\tessttt\testttttt\reports\deep\frames\cam04_0091.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40091_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000389
cam04_40092_524_58_129x172,cam04,40092,D:\tessttt\testttttt\reports\deep\frames\cam04_0092.jpg,"[70.6, 141.7, 88.2, 151.1]",17.5,9.4,164.5,0.0074,1.8617,SMALL,0.6267,vehicle_crop,10244.4475,144.4778,73.4688,0.0,0.658,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam04_40092_524_58_129x172.jpg,vehicle_crop,2918.894,107.77,61.62,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000390
cam05_50002_1198_482_116x104,cam05,50002,D:\tessttt\testttttt\reports\deep\frames\cam05_0002.jpg,"[63.8, 67.2, 84.5, 73.2]",20.8,6.0,124.8,0.0103,3.4667,SMALL,0.3718,vehicle_crop,25734.287,206.3095,68.9949,0.0,0.5963,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['overexposed', 'unreadable']",False,,val,images/val/cam05_50002_1198_482_116x104.jpg,vehicle_crop,1638.947,144.71,57.11,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,overexposed|unreadable,adjudicated_proposal,vlm,False,p000393
cam05_50004_1495_631_251x181,cam05,50004,D:\tessttt\testttttt\reports\deep\frames\cam05_0004.jpg,"[153.1, 128.7, 191.6, 139.0]",38.5,10.3,396.55,0.0087,3.7379,MEDIUM,0.8537,vehicle_crop,10796.0133,184.6292,69.8665,0.0,0.6541,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam05_50004_1495_631_251x181.jpg,vehicle_crop,1679.816,145.14,57.82,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000394
cam05_50005_110_505_123x126,cam05,50005,D:\tessttt\testttttt\reports\deep\frames\cam05_0005.jpg,"[76.4, 82.0, 86.6, 86.4]",10.2,4.4,44.88,0.0029,2.3182,VERY_SMALL,0.2197,vehicle_crop,9926.1494,142.85,39.9997,0.0,0.5771,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_confidence', 'unreadable']",False,,val,images/val/cam05_50005_110_505_123x126.jpg,vehicle_crop,1554.947,144.54,56.37,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000399
cam05_50006_0_658_277x193,cam05,50006,D:\tessttt\testttttt\reports\deep\frames\cam05_0006.jpg,"[57.5, 129.6, 101.9, 141.9]",44.4,12.3,546.12,0.0102,3.6098,LARGE,0.3437,vehicle_crop,3927.2645,187.4148,87.7164,0.0227,0.6027,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_confidence', 'unreadable']",False,,val,images/val/cam05_50006_0_658_277x193.jpg,vehicle_crop,1590.683,143.98,57.38,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_confidence|unreadable,adjudicated_proposal,vlm,False,p000400
cam05_50007_180_580_206x149,cam05,50007,D:\tessttt\testttttt\reports\deep\frames\cam05_0007.jpg,"[64.9, 96.8, 97.8, 105.9]",33.0,9.1,300.3,0.0098,3.6264,MEDIUM,0.7939,vehicle_crop,6300.2877,194.9731,80.4845,0.0,0.6327,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam05_50007_180_580_206x149.jpg,vehicle_crop,1570.932,144.45,56.69,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000402
cam05_50009_392_458_124x123,cam05,50009,D:\tessttt\testttttt\reports\deep\frames\cam05_0009.jpg,"[39.6, 84.6, 48.3, 89.4]",8.7,4.7,40.89,0.0027,1.8511,VERY_SMALL,0.7213,vehicle_crop,11577.198,201.9333,45.2408,0.0,0.5279,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'overexposed', 'unreadable']",False,,val,images/val/cam05_50009_392_458_124x123.jpg,vehicle_crop,1588.174,144.99,56.43,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|overexposed|unreadable,adjudicated_proposal,vlm,False,p000403
cam05_50011_1443_600_252x165,cam05,50011,D:\tessttt\testttttt\reports\deep\frames\cam05_0011.jpg,"[188.6, 58.7, 200.1, 63.3]",11.5,4.6,52.9,0.0013,2.5,SMALL,0.3999,vehicle_crop,10562.9608,111.1,48.1098,0.0,0.6059,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam05_50011_1443_600_252x165.jpg,vehicle_crop,1579.824,145.9,57.01,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000404
cam05_50016_174_572_212x159,cam05,50016,D:\tessttt\testttttt\reports\deep\frames\cam05_0016.jpg,"[64.4, 99.3, 98.4, 108.1]",34.0,8.7,295.8,0.0088,3.908,MEDIUM,0.8163,vehicle_crop,12832.4488,175.049,75.5751,0.0,0.6565,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam05_50016_174_572_212x159.jpg,vehicle_crop,1644.663,144.9,57.08,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000405
cam05_50017_333_501_143x115,cam05,50017,D:\tessttt\testttttt\reports\deep\frames\cam05_0017.jpg,"[49.2, 72.5, 74.6, 78.6]",25.4,6.1,154.94,0.0094,4.1639,MEDIUM,0.7554,vehicle_crop,13331.5323,171.1267,65.0821,0.0,0.6428,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam05_50017_333_501_143x115.jpg,vehicle_crop,1781.72,145.68,57.23,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000406
cam05_50022_1342_517_198x168,cam05,50022,D:\tessttt\testttttt\reports\deep\frames\cam05_0022.jpg,"[110.0, 96.1, 146.2, 108.1]",36.1,12.0,433.2,0.013,3.0083,MEDIUM,0.7326,vehicle_crop,3647.0314,99.5741,54.3669,0.0,0.6621,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50022_1342_517_198x168.jpg,vehicle_crop,1297.02,144.76,56.13,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000410
cam05_50023_1570_607_321x241,cam05,50023,D:\tessttt\testttttt\reports\deep\frames\cam05_0023.jpg,"[196.3, 170.3, 238.0, 180.1]",41.7,9.8,408.66,0.0053,4.2551,MEDIUM,0.5047,vehicle_crop,3167.1004,190.3048,26.9963,0.0,0.5458,-0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_contrast', 'unreadable']",False,,train,images/train/cam05_50023_1570_607_321x241.jpg,vehicle_crop,1749.468,145.12,57.67,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_contrast|unreadable,adjudicated_proposal,vlm,False,p000411
cam05_50030_1214_456_111x81,cam05,50030,D:\tessttt\testttttt\reports\deep\frames\cam05_0030.jpg,"[59.2, 54.3, 77.8, 59.5]",18.6,5.2,96.72,0.0108,3.5769,SMALL,0.4954,vehicle_crop,10672.9344,173.9222,56.5478,0.0,0.6143,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50030_1214_456_111x81.jpg,vehicle_crop,1604.047,145.58,56.68,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000412
cam05_50031_1054_364_117x122,cam05,50031,D:\tessttt\testttttt\reports\deep\frames\cam05_0031.jpg,"[65.8, 85.1, 81.4, 89.0]",15.6,3.9,60.84,0.0043,4.0,SMALL,0.2899,vehicle_crop,8737.0273,200.3594,36.8143,0.0,0.5156,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['overexposed', 'low_confidence', 'unreadable']",False,,train,images/train/cam05_50031_1054_364_117x122.jpg,vehicle_crop,1591.581,145.69,56.57,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,overexposed|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000414
cam05_50031_1345_510_162x112,cam05,50031,D:\tessttt\testttttt\reports\deep\frames\cam05_0031.jpg,"[89.9, 79.3, 115.3, 85.7]",25.4,6.4,162.56,0.009,3.9687,MEDIUM,0.7345,vehicle_crop,10090.7751,174.4038,52.7825,0.0,0.6172,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50031_1345_510_162x112.jpg,vehicle_crop,1591.581,145.69,56.57,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000413
cam05_50039_308_453_530x524,cam05,50039,D:\tessttt\testttttt\reports\deep\frames\cam05_0039.jpg,"[169.4, 399.6, 216.2, 427.0]",46.8,27.5,1287.0,0.0046,1.7018,LARGE,0.8546,vehicle_crop,659.1659,160.5859,44.4186,0.0,0.6464,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50039_308_453_530x524.jpg,vehicle_crop,750.639,138.0,56.03,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000416
cam05_50040_535_420_290x324,cam05,50040,D:\tessttt\testttttt\reports\deep\frames\cam05_0040.jpg,"[118.6, 244.4, 150.1, 262.2]",31.6,17.8,562.48,0.006,1.7753,MEDIUM,0.8007,vehicle_crop,5126.3735,165.9028,51.6789,0.0,0.6348,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50040_535_420_290x324.jpg,vehicle_crop,801.969,142.9,55.84,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000417
cam05_50041_1430_500_186x124,cam05,50041,D:\tessttt\testttttt\reports\deep\frames\cam05_0041.jpg,"[151.0, 69.3, 162.1, 76.4]",11.1,7.1,78.81,0.0034,1.5634,SMALL,0.2031,vehicle_crop,6543.523,148.6364,46.1246,0.0,0.5932,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_confidence', 'unreadable']",False,,train,images/train/cam05_50041_1430_500_186x124.jpg,vehicle_crop,1508.175,142.98,56.52,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_confidence|unreadable,adjudicated_proposal,vlm,False,p000418
cam05_50042_649_376_154x177,cam05,50042,D:\tessttt\testttttt\reports\deep\frames\cam05_0042.jpg,"[104.5, 55.6, 117.7, 64.7]",13.2,9.2,121.44,0.0045,1.4348,SMALL,0.225,vehicle_crop,6542.7689,177.188,81.1987,0.0,0.6122,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_confidence', 'unreadable']",False,,train,images/train/cam05_50042_649_376_154x177.jpg,vehicle_crop,1668.596,143.68,56.55,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_confidence|unreadable,adjudicated_proposal,vlm,False,p000419
cam05_50053_707_355_100x108,cam05,50053,D:\tessttt\testttttt\reports\deep\frames\cam05_0053.jpg,"[28.5, 58.3, 37.1, 61.2]",8.6,3.0,25.8,0.0024,2.8667,VERY_SMALL,0.238,vehicle_crop,4490.5377,98.1852,23.2029,0.0,0.5027,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_contrast', 'low_confidence', 'unreadable']",False,,train,images/train/cam05_50053_707_355_100x108.jpg,vehicle_crop,1620.441,144.78,57.41,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000421
cam05_50055_0_656_236x174,cam05,50055,D:\tessttt\testttttt\reports\deep\frames\cam05_0055.jpg,"[49.3, 115.6, 94.8, 128.0]",45.5,12.3,559.65,0.0136,3.6992,LARGE,0.6021,vehicle_crop,5541.9152,170.906,84.1889,0.0,0.6831,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50055_0_656_236x174.jpg,vehicle_crop,1689.121,144.44,58.04,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000423
cam05_50056_1213_428_332x268,cam05,50056,D:\tessttt\testttttt\reports\deep\frames\cam05_0056.jpg,"[210.9, 209.4, 233.2, 220.1]",22.2,10.6,235.32,0.0026,2.0943,MEDIUM,0.7044,vehicle_crop,4120.5686,127.0791,49.1801,0.0,0.6489,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50056_1213_428_332x268.jpg,vehicle_crop,1522.141,144.11,57.25,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000424
cam05_50057_1334_468_482x361,cam05,50057,D:\tessttt\testttttt\reports\deep\frames\cam05_0057.jpg,"[319.4, 289.7, 345.9, 305.9]",26.5,16.2,429.3,0.0025,1.6358,MEDIUM,0.577,vehicle_crop,2203.1995,127.363,50.4543,0.0,0.6595,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50057_1334_468_482x361.jpg,vehicle_crop,1580.769,143.76,57.83,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000425
cam05_50061_134_534_185x132,cam05,50061,D:\tessttt\testttttt\reports\deep\frames\cam05_0061.jpg,"[54.5, 85.3, 84.5, 92.7]",30.0,7.4,222.0,0.0091,4.0541,MEDIUM,0.7897,vehicle_crop,16620.5806,183.0286,61.2948,0.0,0.6398,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50061_134_534_185x132.jpg,vehicle_crop,1560.309,145.78,57.39,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000426
cam05_50064_1210_475_129x128,cam05,50064,D:\tessttt\testttttt\reports\deep\frames\cam05_0064.jpg,"[65.8, 75.5, 85.5, 81.8]",19.7,6.3,124.11,0.0075,3.127,SMALL,0.3778,vehicle_crop,12772.2733,111.7583,81.6499,0.0,0.6622,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50064_1210_475_129x128.jpg,vehicle_crop,1220.007,145.11,56.27,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000427
cam05_50070_0_333_341x473,cam05,50070,D:\tessttt\testttttt\reports\deep\frames\cam05_0070.jpg,"[16.6, 375.3, 54.8, 385.4]",38.2,10.1,385.82,0.0024,3.7822,MEDIUM,0.541,vehicle_crop,6353.8526,143.1711,46.3784,0.0,0.654,-2.0454,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50070_0_333_341x473.jpg,vehicle_crop,627.864,140.98,56.05,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000429
cam05_50070_427_440_400x437,cam05,50070,D:\tessttt\testttttt\reports\deep\frames\cam05_0070.jpg,"[219.0, 339.9, 248.9, 359.2]",29.9,19.3,577.07,0.0033,1.5492,MEDIUM,0.7933,vehicle_crop,2502.2858,171.5345,49.8507,0.0034,0.608,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50070_427_440_400x437.jpg,vehicle_crop,627.864,140.98,56.05,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000428
cam05_50072_0_691_263x225,cam05,50072,D:\tessttt\testttttt\reports\deep\frames\cam05_0072.jpg,"[22.1, 153.8, 71.6, 165.0]",49.5,11.2,554.4,0.0094,4.4196,LARGE,0.6967,vehicle_crop,5056.1836,213.8605,63.9064,0.1565,0.2576,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['overexposed', 'glare', 'unreadable']",False,,train,images/train/cam05_50072_0_691_263x225.jpg,vehicle_crop,1334.776,144.38,57.88,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,overexposed|glare|unreadable,adjudicated_proposal,vlm,False,p000432
cam05_50072_171_321_301x311,cam05,50072,D:\tessttt\testttttt\reports\deep\frames\cam05_0072.jpg,"[112.4, 248.4, 138.5, 256.9]",26.1,8.5,221.85,0.0024,3.0706,MEDIUM,0.46,vehicle_crop,4888.9733,116.5144,51.1922,0.0,0.6501,-2.8624,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50072_171_321_301x311.jpg,vehicle_crop,1334.776,144.38,57.88,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000433
cam05_50077_1269_442_327x273,cam05,50077,D:\tessttt\testttttt\reports\deep\frames\cam05_0077.jpg,"[211.7, 211.7, 236.0, 219.1]",24.3,7.5,182.25,0.002,3.24,MEDIUM,0.3442,vehicle_crop,4685.6394,231.84,29.8358,0.0,0.4759,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['overexposed', 'low_contrast', 'low_confidence', 'unreadable']",False,,train,images/train/cam05_50077_1269_442_327x273.jpg,vehicle_crop,1100.145,145.41,57.12,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,overexposed|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000437
cam05_50077_1269_442_327x273,cam05,50077,D:\tessttt\testttttt\reports\deep\frames\cam05_0077.jpg,"[268.8, 197.3, 280.2, 206.2]",11.4,8.9,101.46,0.0011,1.2809,SMALL,0.2808,vehicle_crop,15523.8951,186.0556,77.3398,0.0,0.6005,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_confidence', 'unreadable']",False,,train,images/train/cam05_50077_1269_442_327x273.jpg,vehicle_crop,1100.145,145.41,57.12,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_confidence|unreadable,adjudicated_proposal,vlm,False,p000438
cam05_50078_1437_503_483x411,cam05,50078,D:\tessttt\testttttt\reports\deep\frames\cam05_0078.jpg,"[363.9, 289.2, 414.3, 305.2]",50.4,16.0,806.4,0.0041,3.15,LARGE,0.4482,vehicle_crop,834.9775,218.7684,35.3602,0.0,0.5606,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['overexposed', 'unreadable']",False,,train,images/train/cam05_50078_1437_503_483x411.jpg,vehicle_crop,987.855,145.8,58.15,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,overexposed|unreadable,adjudicated_proposal,vlm,False,p000439
cam05_50083_157_428_119x158,cam05,50083,D:\tessttt\testttttt\reports\deep\frames\cam05_0083.jpg,"[42.2, 104.2, 58.9, 108.8]",16.7,4.6,76.82,0.0041,3.6304,SMALL,0.4284,vehicle_crop,4165.5938,183.3281,49.4697,0.0,0.5764,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam05_50083_157_428_119x158.jpg,vehicle_crop,1109.268,143.62,56.35,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000444
cam05_50083_1456_594_277x209,cam05,50083,D:\tessttt\testttttt\reports\deep\frames\cam05_0083.jpg,"[171.4, 149.9, 207.2, 160.8]",35.8,10.9,390.22,0.0067,3.2844,MEDIUM,0.2612,vehicle_crop,1165.894,223.6768,25.8186,0.0,0.4934,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['overexposed', 'low_contrast', 'low_confidence', 'unreadable']",False,,train,images/train/cam05_50083_1456_594_277x209.jpg,vehicle_crop,1109.268,143.62,56.35,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,overexposed|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000445
cam05_50085_188_439_90x91,cam05,50085,D:\tessttt\testttttt\reports\deep\frames\cam05_0085.jpg,"[35.6, 70.3, 43.9, 72.9]",8.3,2.6,21.58,0.0026,3.1923,VERY_SMALL,0.2359,vehicle_crop,697.4961,58.8125,6.588,0.0,0.4023,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_light', 'low_contrast', 'low_confidence', 'unreadable']",False,,train,images/train/cam05_50085_188_439_90x91.jpg,vehicle_crop,1282.855,142.24,56.53,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_light|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000446
cam05_50096_188_432_88x103,cam05,50096,D:\tessttt\testttttt\reports\deep\frames\cam05_0096.jpg,"[32.3, 8.1, 40.9, 12.7]",8.7,4.6,40.02,0.0044,1.8913,VERY_SMALL,0.288,vehicle_crop,14141.4023,87.3438,45.8248,0.0,0.5643,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_confidence', 'unreadable']",False,,train,images/train/cam05_50096_188_432_88x103.jpg,vehicle_crop,1365.937,143.32,55.93,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000448
